,acc_phone_x,acc_phone_y,acc_phone_z
2022-06-07 07:38:42.818197504,0.942963961824,-3.3061691199479997,-1.9442215340799998
2022-06-07 07:38:43.068197504,-8.83087382313,5.03788737288,-6.380539584261999
2022-06-07 07:38:43.318197504,4.00930663245102,-9.097055649543266,-0.3174437726510209
2022-06-07 07:38:43.568197504,-11.781918912064002,0.7848516177499993,-14.096806405024
2022-06-07 07:38:43.818197504,-8.89950923968,0.6269294166473998,-6.9218553189482
2022-06-07 07:38:44.068197504,10.278025760465102,-18.120081284187346,2.4555790860612237
2022-06-07 07:38:44.318197504,-3.298562335936,4.00100437162,-5.856707623017999
2022-06-07 07:38:44.568197504,-2.4179815101768,2.468692493406,0.1651352262764
2022-06-07 07:38:44.818197504,7.893783972938775,-6.879271030122449,1.0746954413510204
2022-06-07 07:38:45.068197504,-6.821392803720401,-0.6349873547900002,-0.15607608799799993
2022-06-07 07:38:45.318197504,1.056694014088,2.1108057594738,-1.1305251407134
2022-06-07 07:38:45.568197504,-6.484487287901224,5.304006206504082,-3.7391430115877546
2022-06-07 07:38:45.818197504,9.750651102139999,-11.977568497654001,5.154401130702
2022-06-07 07:38:46.068197504,-5.619623622053266,1.3877943778714286,-5.580491805605306
2022-06-07 07:38:46.318197504,0.2941533494012,-0.04149777412560002,0.4662647962426001
2022-06-07 07:38:46.568197504,-2.1660631776936,2.1879225730600003,-0.82402517321226
2022-06-07 07:38:46.818197504,6.005888050487757,-10.885475363073471,1.8625464055285716
2022-06-07 07:38:47.068197504,-7.880472020520002,1.0129176141599996,-7.698238225160002
2022-06-07 07:38:47.318197504,2.699652011328,-9.759515113942001,-0.16772851926800025
2022-06-07 07:38:47.568197504,-23.371548234,9.362248737082858,13.92246213212245
2022-06-07 07:38:47.818197504,3.1117793489125996,-31.342385606780002,22.685196338168
2022-06-07 07:38:48.068197504,4.740542922024,0.5475813961560001,8.51040834438
2022-06-07 07:38:48.318197504,-2.5037589682,2.8573741134157142,2.2622475794
2022-06-07 07:38:48.568197504,-6.10806755794,4.402281970691201,-1.7807320451742001
2022-06-07 07:38:48.818197504,8.870871693814,-22.90239657385056,5.996638483719998
2022-06-07 07:38:49.068197504,-8.597300490693879,-12.529222362130612,-9.626146268183877
2022-06-07 07:38:49.318197504,-2.8106285479299995,-4.02534839635,-5.549360751835999
2022-06-07 07:38:49.568197504,-0.031449838541224476,2.2585198831005915,-0.6311746276382366
2022-06-07 07:38:49.818197504,-0.3635049486236,2.14361528400962,1.2066559743560001
2022-06-07 07:38:50.068197504,8.10455397084,-9.551264838794,2.314624338208
2022-06-07 07:38:50.318197504,-12.829436002857143,-5.447216375063265,-13.680170613544899
2022-06-07 07:38:50.568197504,4.872255653791999,-5.0458929012024,-0.80222559394
2022-06-07 07:38:50.818197504,2.0465760231234,-3.8734324837199994,-0.20147973538600003
2022-06-07 07:38:51.068197504,-6.0431582176428575,-3.9931112889591835,-3.24294238207551
2022-06-07 07:38:51.318197504,4.824919700652,-7.524576544864,0.8314903167839998
2022-06-07 07:38:51.568197504,2.0924833393454003,5.28585803034,-0.3318019938639999
2022-06-07 07:38:51.818197504,-0.7768730533165307,1.6556417113877548,2.0479623346816327
2022-06-07 07:38:52.068197504,2.590386849002,-6.034232535166001,2.0684922552177993
2022-06-07 07:38:52.318197504,-8.638387014029592,-1.9772146379448978,-1.8212917683040815
2022-06-07 07:38:52.568197504,11.63750565295,-15.892498183388,4.8994522190162
2022-06-07 07:38:52.818197504,-21.947449299579997,3.260278892668,-9.3963088607256
2022-06-07 07:38:53.068197504,13.094600884387752,-21.119464596987758,9.713188268611633
2022-06-07 07:38:53.318197504,-2.3937784050346003,4.66280450812,-3.2102519084700005
2022-06-07 07:38:53.568197504,-0.5039882898178,2.1122668743240003,1.1402153922007798
2022-06-07 07:38:53.818197504,-13.49046207192653,2.490124191910204,-9.315429376079592
2022-06-07 07:38:54.068197504,9.566863541519199,-20.90382589356999,3.06027964094
2022-06-07 07:38:54.318197504,-1.1743613050624,2.0072962379608796,-2.3293431745602
2022-06-07 07:38:54.568197504,-0.9300475897346938,-10.868644695493877,0.3087859797591833
2022-06-07 07:38:54.818197504,-6.122634050589999,1.1851651569420003,-8.073229422426
2022-06-07 07:38:55.068197504,-0.818326320804,1.41206911085418,1.4174571198378
2022-06-07 07:38:55.318197504,2.25327774937347,-17.982838085693878,-4.6038200488061225
2022-06-07 07:38:55.568197504,-6.386644971605401,3.501009960197999,-4.460740766411999
2022-06-07 07:38:55.818197504,0.3130200030816326,1.1587241523618572,0.9562576449224489
2022-06-07 07:38:56.068197504,-2.7127561045802,3.95879840836176,0.4553531599158001
2022-06-07 07:38:56.318197504,3.324679014992,-22.732065315138005,-0.15580518730999998
2022-06-07 07:38:56.568197504,-5.091243636965307,7.5179495472591835,-0.976916359404551
2022-06-07 07:38:56.818197504,1.9146003246489998,1.2818325042984,-2.0068859386280398
2022-06-07 07:38:57.068197504,-2.6540240577799996,-19.56262061086,1.9488568924199998
2022-06-07 07:38:57.318197504,-7.969814510238775,4.744438064446939,-4.1159201348885714
2022-06-07 07:38:57.568197504,-2.716067767178,5.073305759442,1.6122470986522004
2022-06-07 07:38:57.818197504,0.8809926892399997,-19.635130439267996,-3.491639228484
2022-06-07 07:38:58.068197504,-0.5696241709426532,7.347535853081632,-0.49094969641836733
2022-06-07 07:38:58.318197504,0.7136716842569999,0.678764114412,-0.10487051479800005
2022-06-07 07:38:58.568197504,-0.7013414690875999,3.416647939448,2.16602577196
2022-06-07 07:38:58.818197504,5.340694480930613,-23.617338170783675,-2.801400534244898
2022-06-07 07:38:59.068197504,-3.8225285339251998,4.872154931974,-2.72186792337
2022-06-07 07:38:59.318197504,-0.109959108471,-0.0990401482189796,1.8736013197604082
2022-06-07 07:38:59.568197504,0.6294560360722,-0.054999952318800005,0.8017382430704001
2022-06-07 07:38:59.818197504,2.645274462274,-2.769691772686,-4.097835766419999
2022-06-07 07:39:00.068197504,-5.454731571594081,3.0274119292040815,-8.159641121130614
2022-06-07 07:39:00.318197504,11.921966381256002,-21.475471038674,7.0515739106540005
2022-06-07 07:39:00.568197504,-12.8815085269,10.087092971764,-9.328939309142001
2022-06-07 07:39:00.818197504,14.351821629406938,-26.184194301836733,3.573220537761224
2022-06-07 07:39:01.068197504,-3.0001346160179994,3.457613820946,2.7409875435336
2022-06-07 07:39:01.318197504,-0.07497404338319999,-0.06423027516124001,-4.280446267176
2022-06-07 07:39:01.568197504,-18.042771762932652,-2.9483175757959184,31.797141483487756
2022-06-07 07:39:01.818197504,5.2675952099200005,-15.956517238402002,3.7834249069999997
2022-06-07 07:39:02.068197504,-10.779041358502042,0.3776494044836735,-3.2770088957216332
2022-06-07 07:39:02.318197504,12.1233229973768,-21.318255191282002,0.233117842624
2022-06-07 07:39:02.568197504,-4.016018402280487,6.470192606902194,-6.3160491628048785
